prompt,answer,source,original_question,difficulty,hallucination_category,sample_idx,Qwen2.5-7B-Instruct_hallucinating_response_avg_diff_proj_layer20
"Question: Does hypoglycaemia increase the risk of cardiovascular events?

Answer:",Non-severe hypoglycaemia is significantly associated with increased risk for cardiovascular events in high-risk diabetic populations.,hallucinated,Does hypoglycaemia increase the risk of cardiovascular events?,medium,Incomplete Information,97,5.0716047286987305
"Question: Does the radiographic transition zone correlate with the level of aganglionosis on the specimen in Hirschsprung's disease?

Answer:",Correlation between level of radiographic transition zone on contrast enema and length of aganglionosis remains low. Systematic preoperative biopsy by coelioscopy or ombilical incision is mandatory.,ground_truth,Does the radiographic transition zone correlate with the level of aganglionosis on the specimen in Hirschsprung's disease?,hard,Misinterpretation of #Question#,98,5.201547145843506
"Question: Does the radiographic transition zone correlate with the level of aganglionosis on the specimen in Hirschsprung's disease?

Answer:",The radiographic transition zone on contrast enema correlates strongly with the level of aganglionosis in specimens from Hirschsprung's disease patients.,hallucinated,Does the radiographic transition zone correlate with the level of aganglionosis on the specimen in Hirschsprung's disease?,hard,Misinterpretation of #Question#,98,4.89843225479126
"Question: Is dexamethasone an effective alternative to oral prednisone in the treatment of pediatric asthma exacerbations?

Answer:","The current literature suggests that dexamethasone can be used as an effective alternative to prednisone in the treatment of mild to moderate acute asthma exacerbations in children, with the added benefits of improved compliance, palatability, and cost. However, more research is needed to examine the role of dexamethasone in hospitalized children.",ground_truth,Is dexamethasone an effective alternative to oral prednisone in the treatment of pediatric asthma exacerbations?,medium,Misinterpretation of #Question#,99,4.205448150634766
"Question: Is dexamethasone an effective alternative to oral prednisone in the treatment of pediatric asthma exacerbations?

Answer:",Dexamethasone is not recommended as an alternative to prednisone due to its lower effectiveness in reducing symptoms and higher risk of gastrointestinal side effects.,hallucinated,Is dexamethasone an effective alternative to oral prednisone in the treatment of pediatric asthma exacerbations?,medium,Misinterpretation of #Question#,99,4.130972385406494
"Question: Mammographic screening in Sami speaking municipalities and a control group. Are early outcome measures influenced by ethnicity?

Answer:","Despite a lower risk of breast cancer, the Sami attended the NBCSP more frequently than the control group. The recall and cancer detection rate was lower among the Sami compared with the non-Sami group.",ground_truth,Mammographic screening in Sami speaking municipalities and a control group. Are early outcome measures influenced by ethnicity?,easy,Misinterpretation of #Question#,100,6.110408782958984
"Question: Mammographic screening in Sami speaking municipalities and a control group. Are early outcome measures influenced by ethnicity?

Answer:","The Sami population had a higher risk of breast cancer compared to the non-Sami group, leading to a higher attendance rate in the NBCSP.",hallucinated,Mammographic screening in Sami speaking municipalities and a control group. Are early outcome measures influenced by ethnicity?,easy,Misinterpretation of #Question#,100,5.366667747497559
"Question: Do Electrochemiluminescence Assays Improve Prediction of Time to Type 1 Diabetes in Autoantibody-Positive TrialNet Subjects?

Answer:",ECL assays improved the ability to predict time to diabetes in these autoantibody-positive relatives at risk for developing diabetes. These findings might be helpful in the design and eligibility criteria for prevention trials in the future.,ground_truth,Do Electrochemiluminescence Assays Improve Prediction of Time to Type 1 Diabetes in Autoantibody-Positive TrialNet Subjects?,easy,Misinterpretation of #Question#,101,3.188577651977539
"Question: Do Electrochemiluminescence Assays Improve Prediction of Time to Type 1 Diabetes in Autoantibody-Positive TrialNet Subjects?

Answer:",ECL assays did not significantly improve the predictive accuracy for the time to diabetes but were effective in identifying subjects at lower risk of developing diabetes.,hallucinated,Do Electrochemiluminescence Assays Improve Prediction of Time to Type 1 Diabetes in Autoantibody-Positive TrialNet Subjects?,easy,Misinterpretation of #Question#,101,4.751904010772705
"Question: Assessment of appropriate antimicrobial prescribing: do experts agree?

Answer:","Doctors specialized in infectious diseases and clinical microbiology assess the appropriateness of antimicrobials prescribed for a broad spectrum of indications with acceptable agreement and validity, regardless of their experience or hospital of employment. However, there is room for improvement, which merits attention in multidisciplinary discussions and education.",ground_truth,Assessment of appropriate antimicrobial prescribing: do experts agree?,easy,Misinterpretation of #Question#,102,0.8510709404945374
"Question: Assessment of appropriate antimicrobial prescribing: do experts agree?

Answer:","Experts in infectious diseases consistently agree on the appropriateness of antimicrobial prescriptions, with a consensus rate of 95% across all cases, indicating a high level of uniformity and reliability.",hallucinated,Assessment of appropriate antimicrobial prescribing: do experts agree?,easy,Misinterpretation of #Question#,102,1.4600886106491089
